City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
60,Belmonte,BR,2020-04-01 23:55:30,-15.86,-38.88,80.6,83,40,4.7
61,Hamilton,US,2020-04-01 23:50:30,39.18,-84.53,51.01,57,90,5.82
62,Nuuk,GL,2020-04-01 23:52:24,64.18,-51.72,12.2,56,0,13.87
63,Skelleftea,SE,2020-04-01 23:55:30,64.75,20.95,26.6,73,94,3.36
64,Vestmannaeyjar,IS,2020-04-01 23:55:30,63.44,-20.27,27.54,89,75,28.21
65,Santa Cruz De La Palma,ES,2020-04-01 23:55:30,28.68,-17.76,64.4,72,47,6.93
66,Victoria,HK,2020-04-01 23:55:31,22.29,114.16,69.01,82,40,18.34
67,Bud,US,2020-04-01 23:55:31,39.45,-86.18,53.01,57,90,4.7
68,Asosa,ET,2020-04-01 23:55:31,10.07,34.53,72.21,12,49,2.3
69,Saint Anthony,US,2020-04-01 23:51:49,45.02,-93.22,55.4,47,90,10.29
70,Berlevag,NO,2020-04-01 23:55:31,70.86,29.09,25.34,90,83,14.5
71,Canoa,DO,2020-04-01 23:55:31,18.36,-71.16,74.91,71,3,4.94
72,Hithadhoo,MV,2020-04-01 23:55:31,-0.6,73.08,83.61,71,59,7.09
73,Farafangana,MG,2020-04-01 23:55:31,-22.82,47.83,75.06,85,56,4.27
74,Lodwar,KE,2020-04-01 23:55:31,3.12,35.6,85.55,43,7,15.23
75,Sorland,NO,2020-04-01 23:55:32,67.67,12.69,32.65,86,96,26.51
76,Adrar,MR,2020-04-01 23:55:32,20.5,-10.07,84.42,21,92,8.41
77,Beisfjord,NO,2020-04-01 23:55:32,68.38,17.6,23.0,62,1,18.34
78,Busselton,AU,2020-04-01 23:53:47,-33.65,115.33,60.01,68,94,11.52
79,Tasiilaq,GL,2020-04-01 23:55:32,65.61,-37.64,15.8,52,2,3.36
80,Mwinilunga,ZM,2020-04-01 23:55:32,-11.74,24.43,64.38,65,98,4.21
81,La Macarena,CO,2020-04-01 23:55:32,2.18,-73.78,74.8,89,98,2.3
82,Saint-Philippe,RE,2020-04-01 23:55:32,-21.36,55.77,75.2,73,20,8.05
83,Fasa,IR,2020-04-01 23:55:32,28.94,53.65,48.2,93,56,0.92
84,Krechevitsy,RU,2020-04-01 23:55:32,58.62,31.4,30.0,95,93,9.17
85,Georgetown,MY,2020-04-01 23:55:33,5.41,100.34,80.6,94,20,3.36
86,Necochea,AR,2020-04-01 23:55:33,-38.55,-58.74,62.01,92,60,18.99
87,Bambous Virieux,MU,2020-04-01 23:55:33,-20.34,57.76,77.0,94,75,2.24
88,Bilma,NE,2020-04-01 23:55:33,18.69,12.92,85.51,14,18,8.05
89,Amsterdam,NL,2020-04-01 23:51:43,52.37,4.89,44.01,80,20,5.82
90,Saint-Francois,FR,2020-04-01 23:55:33,46.42,3.91,32.0,84,0,1.34
91,Touros,BR,2020-04-01 23:55:33,-5.2,-35.46,78.8,94,40,2.24
92,Luderitz,NA,2020-04-01 23:55:33,-26.65,15.16,62.6,59,0,5.82
93,Qaanaaq,GL,2020-04-01 23:55:34,77.48,-69.36,-7.01,80,100,8.01
94,Kirishi,RU,2020-04-01 23:55:34,59.45,32.02,30.0,69,49,7.11
95,Sete,FR,2020-04-01 23:55:34,43.4,3.7,52.0,87,90,4.7
96,Axim,GH,2020-04-01 23:55:34,4.87,-2.24,80.04,88,99,10.85
97,Reconquista,AR,2020-04-01 23:55:34,-29.15,-59.65,75.34,88,86,8.63
98,Karaton,ID,2020-04-01 23:55:34,-6.34,106.1,78.8,88,40,6.93
99,Riyadh,SA,2020-04-01 23:55:34,24.69,46.72,78.8,19,20,9.17
100,Comodoro Rivadavia,AR,2020-04-01 23:54:55,-45.87,-67.5,59.0,58,0,2.24
101,Sao Joao Da Barra,BR,2020-04-01 23:55:35,-21.64,-41.05,75.99,88,33,11.07
102,Namibe,AO,2020-04-01 23:55:35,-15.2,12.15,75.67,66,0,5.88
103,Port Alfred,ZA,2020-04-01 23:55:35,-33.59,26.89,63.0,88,94,3.0
104,Takoradi,GH,2020-04-01 23:55:35,4.88,-1.76,80.13,88,97,11.39
105,Peniche,PT,2020-04-01 23:55:35,39.36,-9.38,46.99,93,75,2.24
106,Acarau,BR,2020-04-01 23:55:35,-2.89,-40.12,77.77,89,100,7.36
107,Antofagasta,CL,2020-04-01 23:55:35,-23.65,-70.4,64.4,72,40,6.93
108,Shache,CN,2020-04-01 23:55:35,38.42,77.24,46.51,29,86,4.94
109,Sinjar,IQ,2020-04-01 23:55:35,36.32,41.88,52.32,73,9,13.98
110,Grand Gaube,MU,2020-04-01 23:55:35,-20.01,57.66,77.0,94,75,2.24
111,Souillac,MU,2020-04-01 23:55:35,-20.52,57.52,77.0,94,75,2.24
112,Trincomalee,LK,2020-04-01 23:55:36,8.57,81.23,75.85,81,0,3.8
113,Arraial Do Cabo,BR,2020-04-01 23:54:59,-22.97,-42.03,77.05,81,77,15.3
114,Horodnytsya,UA,2020-04-01 23:55:36,50.81,27.32,31.17,85,54,8.28
115,Mitsamiouli,KM,2020-04-01 23:55:36,-11.38,43.28,83.17,73,72,15.57
116,Carnarvon,AU,2020-04-01 23:55:36,-24.87,113.63,68.0,88,40,9.17
117,Lebu,CL,2020-04-01 23:55:36,-37.62,-73.65,58.06,71,0,19.33
118,Port Elizabeth,ZA,2020-04-01 23:55:36,-33.92,25.57,55.4,93,73,2.24
119,Karatau,KZ,2020-04-01 23:55:36,43.17,70.47,50.56,62,100,10.78
120,Asfi,MA,2020-04-01 23:55:36,32.3,-9.24,57.79,66,54,5.61
121,Chintamani,IN,2020-04-01 23:55:36,13.4,78.07,69.8,73,36,2.24
122,Saint George,US,2020-04-01 23:55:37,37.1,-113.58,72.0,26,1,15.57
123,Uthal,PK,2020-04-01 23:55:37,25.81,66.62,75.06,58,0,2.35
124,Bombay,IN,2020-04-01 23:53:22,19.01,72.85,78.8,83,0,3.36
125,Kindu,CD,2020-04-01 23:55:37,-2.95,25.95,72.48,79,38,1.41
126,Batticaloa,LK,2020-04-01 23:55:37,7.71,81.69,75.13,78,3,1.54
127,Hobyo,SO,2020-04-01 23:55:37,5.35,48.53,81.73,80,51,11.56
128,Bentiu,SS,2020-04-01 23:55:37,9.23,29.83,80.76,14,7,3.0
129,Gurupi,BR,2020-04-01 23:54:41,-11.73,-49.07,76.08,82,40,2.71
130,Umm Kaddadah,SD,2020-04-01 23:55:37,13.6,26.69,80.06,14,4,10.49
131,Ongandjera,NA,2020-04-01 23:55:37,-17.88,15.07,74.57,30,0,5.3
132,Padron,ES,2020-04-01 23:55:37,42.74,-8.66,55.0,93,75,9.17
133,Wum,CM,2020-04-01 23:55:38,6.38,10.07,68.76,64,99,4.43
134,Tabriz,IR,2020-04-01 23:53:26,38.08,46.29,44.6,87,90,4.7
135,Isaka,TZ,2020-04-01 23:55:38,-3.9,32.93,65.14,66,68,1.77
136,San Andres,CO,2020-04-01 23:53:02,12.58,-81.7,82.4,65,20,4.7
137,Langen,DE,2020-04-01 23:55:38,49.99,8.67,41.0,60,0,2.24
138,Ponta Delgada,PT,2020-04-01 23:55:38,37.73,-25.67,57.2,93,75,21.92
139,Atar,MR,2020-04-01 23:55:38,20.52,-13.05,84.74,19,91,5.17
140,Katerero,TZ,2020-04-01 23:55:38,-1.4,31.73,68.43,56,9,5.57
141,Cidreira,BR,2020-04-01 23:55:38,-30.18,-50.21,73.63,88,50,16.31
142,Chaves,US,2020-04-01 23:55:39,33.38,-104.45,86.0,9,1,20.8
143,Gamba,GA,2020-04-01 23:55:39,-2.65,10.0,76.24,85,99,3.67
144,Balkhash,KZ,2020-04-01 23:55:39,46.84,74.98,42.49,54,97,6.35
145,Vila Franca Do Campo,PT,2020-04-01 23:55:39,37.72,-25.43,57.2,93,75,21.92
146,Kavaratti,IN,2020-04-01 23:55:39,10.57,72.64,82.99,71,60,3.53
147,Jesup,US,2020-04-01 23:55:39,31.61,-81.89,66.2,45,1,3.36
148,Deolali,IN,2020-04-01 23:55:39,19.95,73.83,72.03,32,0,1.79
149,Cherepanovo,RU,2020-04-01 23:55:39,54.22,83.38,27.27,94,0,9.13
150,Saint-Georges,GD,2020-04-01 23:55:39,12.06,-61.75,78.8,74,20,11.41
151,San Lorenzo,PY,2020-04-01 23:55:40,-25.33,-57.53,86.0,55,37,1.63
152,Upernavik,GL,2020-04-01 23:55:40,72.79,-56.15,-9.65,85,0,8.01
153,Narsaq,GL,2020-04-01 23:55:40,60.92,-46.05,30.2,68,86,3.36
154,Mount Pleasant,US,2020-04-01 23:52:15,32.79,-79.86,59.0,58,20,9.28
155,Muros,ES,2020-04-01 23:55:40,42.78,-9.06,55.0,93,75,9.17
156,Carutapera,BR,2020-04-01 23:55:40,-1.2,-46.02,77.99,92,100,14.25
157,Talcahuano,CL,2020-04-01 23:55:30,-36.72,-73.12,64.4,55,0,11.41
158,Amapa,BR,2020-04-01 23:55:40,1.0,-52.0,74.71,93,100,3.76
159,Nouadhibou,MR,2020-04-01 23:55:40,20.93,-17.03,66.2,88,100,13.87
160,Ostrovnoy,RU,2020-04-01 23:55:40,68.05,39.51,20.75,96,91,9.15
161,Tombouctou,ML,2020-04-01 23:55:40,20.0,-3.0,78.71,14,85,5.75
162,Bogorodskoye,RU,2020-04-01 23:55:41,56.55,37.88,32.02,90,95,12.41
163,Sao Filipe,CV,2020-04-01 23:55:41,14.9,-24.5,75.13,72,60,9.78
164,Venice,US,2020-04-01 23:55:41,27.1,-82.45,71.01,52,1,9.17
165,Dhanaura,IN,2020-04-01 23:55:41,28.97,78.25,67.87,43,0,7.54
166,Konin,PL,2020-04-01 23:55:41,52.22,18.25,39.0,60,15,9.82
167,Tabas,IR,2020-04-01 23:55:41,33.6,56.92,64.26,25,44,5.41
168,Khash,IR,2020-04-01 23:55:41,28.22,61.22,57.67,26,15,2.66
169,Lugovoy,KZ,2020-04-01 23:55:41,42.95,72.76,48.34,67,100,6.96
170,Roald,NO,2020-04-01 23:55:42,62.58,6.13,39.2,85,90,18.34
171,Houma,US,2020-04-01 23:55:42,29.6,-90.72,73.4,59,1,6.93
172,Hit,IQ,2020-04-01 23:55:42,33.64,42.83,64.72,49,1,12.5
173,Puerto Narino,CO,2020-04-01 23:55:42,-3.77,-70.38,77.0,100,75,1.52
174,Camacha,PT,2020-04-01 23:55:42,33.08,-16.33,59.0,67,40,3.36
175,Wattegama,LK,2020-04-01 23:55:21,6.8,81.48,68.99,82,0,3.06
176,Hofn,IS,2020-04-01 23:54:21,64.25,-15.21,26.38,80,23,15.48
177,Chapais,CA,2020-04-01 23:55:42,49.78,-74.85,32.0,86,90,6.93
178,Korla,CN,2020-04-01 23:55:42,41.76,86.15,44.28,34,95,9.84
179,Keflavik,IS,2020-04-01 23:55:42,64.0,-22.56,24.8,68,75,23.04
180,Aden,YE,2020-04-01 23:54:43,12.78,45.04,80.69,79,1,15.21
181,Kutum,SD,2020-04-01 23:55:43,14.2,24.67,70.75,14,54,5.46
182,Thinadhoo,MV,2020-04-01 23:55:43,0.53,72.93,82.74,76,15,3.49
183,Morristown,US,2020-04-01 23:55:43,36.21,-83.29,51.8,57,90,4.7
184,Kolondieba,ML,2020-04-01 23:55:43,11.09,-6.89,86.59,15,6,2.46
185,Constantine,DZ,2020-04-01 23:55:43,36.37,6.61,51.8,81,40,10.29
186,Cajabamba,PE,2020-04-01 23:55:43,-7.62,-78.05,57.92,38,80,1.5
187,Kataysk,RU,2020-04-01 23:55:43,56.29,62.58,35.24,85,100,10.29
188,Itarema,BR,2020-04-01 23:55:44,-2.92,-39.92,78.31,88,100,8.61
189,Skibbereen,IE,2020-04-01 23:55:44,51.55,-9.27,42.8,81,40,12.75
190,Mufulira,ZM,2020-04-01 23:55:44,-12.55,28.24,59.41,61,6,4.0
191,Lubumbashi,CD,2020-04-01 23:55:44,-11.66,27.48,63.46,67,92,4.54
192,Mangan,IN,2020-04-01 23:55:44,27.52,88.53,57.97,25,11,7.02
193,Saint-Augustin,CA,2020-04-01 23:55:44,51.23,-58.65,36.54,95,100,16.73
194,Mehamn,NO,2020-04-01 23:55:44,71.04,27.85,22.66,89,89,10.4
195,Manoel Urbano,BR,2020-04-01 23:55:44,-8.84,-69.26,77.72,80,80,0.76
196,Arvika,SE,2020-04-01 23:55:44,59.66,12.59,39.99,80,1,10.29
197,Grindavik,IS,2020-04-01 23:55:44,63.84,-22.43,24.8,68,75,23.04
198,Sayyan,YE,2020-04-01 23:55:45,15.17,44.32,60.13,36,40,0.31
199,Mogadishu,SO,2020-04-01 23:55:45,2.04,45.34,82.49,79,76,12.26
200,Metsavan,AM,2020-04-01 23:55:45,41.2,44.23,41.0,86,90,6.93
201,Geneva,US,2020-04-01 23:52:23,41.89,-88.31,54.0,57,1,10.29
202,Vardo,NO,2020-04-01 23:55:45,70.37,31.11,28.96,89,97,14.74
203,Falun,SE,2020-04-01 23:55:45,60.6,15.63,41.0,65,37,11.41
204,Omboue,GA,2020-04-01 23:55:45,-1.57,9.26,77.54,90,100,4.61
205,Varzea Da Palma,BR,2020-04-01 23:54:39,-17.6,-44.73,72.86,66,7,2.91
206,Xapuri,BR,2020-04-01 23:55:45,-10.65,-68.5,80.46,68,63,1.77
207,Samfya,ZM,2020-04-01 23:55:45,-11.36,29.56,62.69,58,89,5.5
208,Bridlington,GB,2020-04-01 23:55:45,54.08,-0.19,44.6,87,47,8.05
209,Salto,UY,2020-04-01 23:55:46,-31.38,-57.97,71.35,88,46,6.33
210,Nouakchott,MR,2020-04-01 23:55:46,18.09,-15.98,73.4,73,86,13.87
211,Abu Samrah,SY,2020-04-01 23:55:46,35.3,37.18,52.57,77,19,14.16
212,Schaffhausen,CH,2020-04-01 23:55:46,47.7,8.63,34.0,79,0,1.12
213,Qaqortoq,GL,2020-04-01 23:55:46,60.72,-46.03,30.2,68,89,3.36
214,Nivala,FI,2020-04-01 23:55:46,63.92,24.97,18.0,85,34,5.01
215,Minudasht,IR,2020-04-01 23:55:46,37.23,55.37,69.8,40,91,9.17
216,Haputale,LK,2020-04-01 23:55:47,6.77,80.96,54.79,45,1,1.74
217,Itaueira,BR,2020-04-01 23:55:47,-7.6,-43.03,75.97,77,79,4.27
218,Sal Rei,CV,2020-04-01 23:55:47,16.18,-22.92,71.6,83,75,11.41
219,Moose Factory,CA,2020-04-01 23:55:47,51.26,-80.61,35.6,59,1,11.41
220,Chimbote,PE,2020-04-01 23:54:43,-9.09,-78.58,76.1,72,95,5.75
221,Beloha,MG,2020-04-01 23:55:47,-25.17,45.05,69.78,84,60,10.25
222,Jaisalmer,IN,2020-04-01 23:55:47,26.91,70.92,76.68,34,0,4.79
223,Ginir,ET,2020-04-01 23:55:47,7.13,40.7,60.17,52,17,3.06
224,Aquiraz,BR,2020-04-01 23:55:47,-3.9,-38.39,82.4,78,20,6.93
225,Oranjemund,NA,2020-04-01 23:55:48,-28.55,16.43,61.83,65,0,6.76
226,Klaksvik,FO,2020-04-01 23:55:48,62.23,-6.59,32.0,84,92,31.09
227,Kologriv,RU,2020-04-01 23:55:48,58.83,44.32,26.98,97,96,6.87
228,Kaabong,UG,2020-04-01 23:55:48,3.48,34.15,69.44,47,0,9.01
229,Shihezi,CN,2020-04-01 23:55:48,44.3,86.03,43.09,45,0,4.34
230,Caravelas,BR,2020-04-01 23:55:48,-17.71,-39.25,78.85,84,6,10.22
231,Walvis Bay,NA,2020-04-01 23:55:48,-22.96,14.51,59.0,94,0,1.99
232,Sisimiut,GL,2020-04-01 23:55:48,66.94,-53.67,0.7,81,17,10.63
233,Punta Arenas,CL,2020-04-01 23:55:48,-53.15,-70.92,53.6,66,100,16.11
234,Maun,BW,2020-04-01 23:55:49,-19.98,23.42,77.0,69,75,3.36
235,Husavik,IS,2020-04-01 23:55:49,66.04,-17.34,26.6,53,75,4.7
236,Terekli-Mekteb,RU,2020-04-01 23:55:49,44.17,45.87,50.95,60,100,13.13
237,Ilulissat,GL,2020-04-01 23:55:49,69.22,-51.1,-0.4,40,3,3.36
238,Santa Maria,BR,2020-04-01 23:55:49,-29.68,-53.81,80.6,65,38,2.24
239,Laguna,US,2020-04-01 23:51:32,38.42,-121.42,68.0,22,1,10.29
240,Fonte Boa,BR,2020-04-01 23:55:49,-2.5,-66.27,73.26,95,97,0.78
241,Viedma,AR,2020-04-01 23:55:49,-40.81,-63.0,60.96,67,0,7.47
242,Maltahohe,NA,2020-04-01 23:55:49,-24.83,16.98,70.11,32,11,10.71
243,Marawi,PH,2020-04-01 23:55:49,8.0,124.29,76.75,53,11,2.06
244,Rincon,US,2020-04-01 23:51:48,32.3,-81.24,64.4,51,75,5.82
245,Sovetsk,RU,2020-04-01 23:55:50,55.08,21.88,39.85,88,100,15.99
246,Rio Grande,BR,2020-04-01 23:52:31,-32.03,-52.1,72.27,85,85,14.36
247,Bokoro,TD,2020-04-01 23:55:50,12.38,17.06,89.31,12,74,8.68
248,Maldonado,UY,2020-04-01 23:55:50,-34.67,-54.92,69.8,88,75,13.87
249,Sechura,PE,2020-04-01 23:55:50,-5.56,-80.82,76.84,71,65,11.05
250,Douala,CM,2020-04-01 23:55:18,4.05,9.7,75.2,94,75,3.74
251,Bayonet Point,US,2020-04-01 23:55:50,28.33,-82.68,69.01,59,1,10.29
252,Florianopolis,BR,2020-04-01 23:55:50,-27.61,-48.5,79.0,73,75,6.93
253,Zonguldak,TR,2020-04-01 23:55:51,41.25,31.83,41.43,80,98,3.4
254,Kalmunai,LK,2020-04-01 23:55:51,7.42,81.82,77.38,73,3,2.26
255,Buritizeiro,BR,2020-04-01 23:55:51,-17.35,-44.96,72.91,70,25,1.36
256,Kautokeino,NO,2020-04-01 23:55:51,69.01,23.04,4.96,91,41,3.67
257,Binghamton,US,2020-04-01 23:55:51,42.1,-75.92,42.01,48,1,13.87
258,Timmins,CA,2020-04-01 23:55:51,48.47,-81.33,46.4,36,40,9.17
259,Maceio,BR,2020-04-01 23:55:51,-9.67,-35.74,78.8,88,20,3.36
260,Tisul,RU,2020-04-01 23:55:51,55.76,88.31,33.22,76,4,3.62
261,Sayat,TM,2020-04-01 23:55:52,38.78,63.88,53.6,81,41,9.17
262,Puerto Cabezas,NI,2020-04-01 23:55:52,14.04,-83.39,84.2,83,40,4.7
263,Antalaha,MG,2020-04-01 23:55:52,-14.9,50.28,78.08,85,39,10.09
264,Port Blair,IN,2020-04-01 23:55:52,11.67,92.75,80.74,72,37,4.29
265,Leh,IN,2020-04-01 23:55:52,34.17,77.58,12.9,32,98,5.97
266,Canakkale,TR,2020-04-01 23:55:52,40.08,26.83,48.2,76,40,17.22
267,Illapel,CL,2020-04-01 23:55:52,-31.63,-71.17,62.47,55,27,3.8
268,Umm Lajj,SA,2020-04-01 23:55:52,25.02,37.27,73.02,37,0,7.63
269,Mbaiki,CF,2020-04-01 23:55:52,3.87,17.99,72.45,81,99,2.06
270,Tarko-Sale,RU,2020-04-01 23:55:52,64.92,77.78,23.0,89,100,24.47
271,Buta,CD,2020-04-01 23:55:52,2.79,24.73,70.54,85,100,1.72
272,Iberia,US,2020-04-01 23:55:53,29.95,-91.75,73.99,46,1,9.17
273,Shieli,KZ,2020-04-01 23:55:53,44.17,66.75,50.94,65,51,9.44
274,Timra,SE,2020-04-01 23:55:53,62.49,17.33,37.0,92,95,2.24
275,Yagoua,CM,2020-04-01 23:55:53,10.34,15.23,83.44,14,56,3.71
276,Aranda De Duero,ES,2020-04-01 23:55:53,41.67,-3.69,42.84,66,85,2.59
277,Malakal,SS,2020-04-01 23:55:53,9.53,31.66,83.62,13,20,2.13
278,Port Saint John,US,2020-04-01 23:55:53,28.48,-80.79,72.0,46,1,14.99
279,Quthing,LS,2020-04-01 23:55:53,-30.4,27.7,51.49,46,5,4.99
280,Oxford,GB,2020-04-01 23:55:54,51.75,-1.26,45.0,75,90,3.36
281,North Vernon,US,2020-04-01 23:54:59,39.01,-85.62,52.0,61,90,5.01
282,Ajaccio,FR,2020-04-01 23:55:54,42.0,8.92,44.6,81,90,5.82
283,Teya,RU,2020-04-01 23:55:54,60.38,92.63,30.56,92,99,4.25
284,Kolyvan,RU,2020-04-01 23:55:54,55.31,82.74,30.2,58,12,4.47
285,Chongoyape,PE,2020-04-01 23:55:54,-6.64,-79.39,81.1,52,83,3.11
286,La Palma,US,2020-04-01 23:55:54,33.85,-118.05,75.0,52,1,9.17
287,Tazovskiy,RU,2020-04-01 23:55:54,67.47,78.7,9.59,96,86,16.73
288,Llanelli,GB,2020-04-01 23:55:54,51.68,-4.16,45.0,75,26,8.05
289,Porto Novo,BJ,2020-04-01 23:55:55,6.5,2.6,80.6,83,40,6.93
290,Aras,ES,2020-04-01 23:55:55,42.56,-2.36,48.2,93,75,2.24
291,Abu Dhabi,AE,2020-04-01 23:55:55,24.47,54.37,73.99,88,0,4.7
292,Plakhtiyivka,UA,2020-04-01 23:55:55,46.1,29.72,34.54,74,86,4.99
293,Dire,ML,2020-04-01 23:55:55,12.28,-10.97,91.65,16,81,1.72
294,Nakasongola,UG,2020-04-01 23:55:55,1.31,32.46,67.35,66,0,4.14
295,Taltal,CL,2020-04-01 23:55:55,-25.4,-70.48,64.76,73,36,3.98
296,Lima,PE,2020-04-01 23:52:25,-12.04,-77.03,75.2,73,100,9.17
297,Dalvik,IS,2020-04-01 23:55:55,65.97,-18.53,26.6,53,75,4.7
298,Kabo,CF,2020-04-01 23:55:56,7.7,18.63,80.26,37,54,3.71
299,Aubenas,FR,2020-04-01 23:55:56,44.62,4.39,46.99,75,20,2.04
300,Temirgoyevskaya,RU,2020-04-01 23:55:56,45.11,40.28,40.95,59,100,10.47
301,Acari,PE,2020-04-01 23:55:56,-15.43,-74.62,74.48,65,97,2.59
302,Kayes,ML,2020-04-01 23:55:56,14.0,-11.0,91.29,15,0,9.82
303,Mayumba,GA,2020-04-01 23:55:56,-3.43,10.66,76.96,84,100,4.05
304,Nyzy,UA,2020-04-01 23:55:56,50.78,34.78,32.34,84,7,9.17
305,Jalu,LY,2020-04-01 23:55:56,29.03,21.55,62.22,39,0,5.41
306,Johnstown,US,2020-04-01 23:54:18,40.33,-78.92,52.0,49,20,11.41
